onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23671,"Clean, finish, and lubricate molds and mold parts.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,4,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23669,"Engrave or stamp identifying symbols, letters, or numbers on products.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,4.02,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23679,Withdraw cores or other loose mold members after castings solidify.,Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.8599999,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23682,"Smooth surfaces of molds, using scraping tools or sandpaper.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.73,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23678,"Patch broken edges or fractures, using clay or plaster.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.8599999,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23680,"Repair mold defects, such as cracks or broken edges, using patterns, mold boxes, or hand tools.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.77,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23667,"Trim or remove excess material, using scrapers, knives, or band saws.",Core,n/a,11/2020,Analyst - Transition,IM,n/a,3.8399999,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23681,"Measure and cut products to specified dimensions, using measuring and cutting instruments.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.76,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23687,"Verify dimensions of products, using measuring instruments, such as calipers, vernier gauges, or protractors.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.5999999,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23668,Brush or spray mold surfaces with parting agents or insert paper into molds to ensure smoothness and prevent sticking or seepage.,Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,4.02,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23690,Tap or tilt molds to ensure uniform distribution of materials.,Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.3,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23673,Set the proper operating temperature for each casting.,Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.9300001,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23676,"Operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.8900001,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23675,"Align and assemble parts to produce completed products, using gauges and hand tools.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,3.9000001,n/a,n/a,n/a,n/a,N
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",23670,"Assemble, insert, and adjust wires, tubes, cores, fittings, rods, or patterns into molds, using hand tools and depth gauges.",Supplemental,n/a,11/2020,Analyst - Transition,IM,n/a,4,n/a,n/a,n/a,n/a,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12617,"Study artistic objects or graphic materials, such as models, sketches, or blueprints, to plan carving or cutting techniques.",Supplemental,89,07/2015,Incumbent,IM,n/a,4.2399998,59,0.2238,3.7915,4.6873,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12629,"Dress stone surfaces, using bushhammers.",Supplemental,90,07/2015,Incumbent,IM,n/a,3.6300001,50,0.2888,3.0484,4.2092,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12621,Move fingers over surfaces of carvings to ensure smoothness of finish.,Core,91,07/2015,Incumbent,IM,n/a,4.27,78,0.2114,3.8451,4.6869,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12624,"Cut, shape, and finish rough blocks of building or monumental stone, according to diagrams or patterns.",Core,91,07/2015,Incumbent,IM,n/a,4.0700002,63,0.2302,3.6096,4.5299,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12614,"Carve designs or figures in full or bas relief on stone, employing knowledge of stone carving techniques and sense of artistry to produce carvings consistent with designers' plans.",Supplemental,90,07/2015,Incumbent,IM,n/a,4.1100001,51,0.2283,3.6553,4.5724,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12619,"Shape, trim, or touch up roughed-out designs with appropriate tools to finish carvings.",Core,90,07/2015,Incumbent,IM,n/a,4.21,78,0.1991,3.8176,4.6107,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12615,"Verify depths and dimensions of cuts or carvings to ensure adherence to specifications, blueprints, or models, using measuring instruments.",Core,92,07/2015,Incumbent,IM,n/a,4.3299999,74,0.1922,3.9453,4.7115,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12625,"Smooth surfaces of carvings, using rubbing stones.",Supplemental,91,07/2015,Incumbent,IM,n/a,3.73,56,0.2116,3.3024,4.1503,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12627,Copy drawings on rough clay or plaster models.,Supplemental,90,07/2015,Incumbent,IM,n/a,3.4400001,23,0.1808,3.0688,3.8186,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12626,"Remove or add stencils during blasting to create differing cut depths, intricate designs, or rough, pitted finishes.",Supplemental,89,07/2015,Incumbent,IM,n/a,3.6099999,54,0.2790,3.0543,4.1735,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12622,"Carve rough designs freehand or by chipping along marks on stone, using mallets and chisels or pneumatic tools.",Supplemental,92,07/2015,Incumbent,IM,n/a,3.8900001,65,0.2102,3.4703,4.3103,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12623,"Guide nozzles over stone, following stencil outlines, or chip along marks to create designs or to work surfaces down to specified finishes.",Supplemental,90,07/2015,Incumbent,IM,n/a,3.8199999,59,0.2097,3.4001,4.2396,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12628,"Load sandblasting equipment with abrasives, attach nozzles to hoses, and turn valves to admit compressed air and activate jets.",Supplemental,91,07/2015,Incumbent,IM,n/a,3.6300001,57,0.2140,3.2056,4.0628,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12618,"Drill holes and cut or carve moldings and grooves in stone, according to diagrams and patterns.",Core,90,07/2015,Incumbent,IM,n/a,4.0500002,71,0.3013,3.4508,4.6526,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12616,"Lay out designs or dimensions from sketches or blueprints on stone surfaces, freehand or by transferring them from tracing paper, using scribes or chalk and measuring instruments.",Core,91,07/2015,Incumbent,IM,n/a,4.1100001,67,0.2433,3.6231,4.5946,N
51-9195.03,"Stone Cutters and Carvers, Manufacturing",12620,"Select chisels, pneumatic or surfacing tools, or sandblasting nozzles, and determine sequence of use.",Core,89,07/2015,Incumbent,IM,n/a,3.9200001,68,0.2372,3.4496,4.3964,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12639,Place rubber hoses on ends of tubing and charge tubing with gas.,Supplemental,66,07/2015,Incumbent,IM,n/a,3.6700001,21,0.4635,2.7026,4.6362,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12632,"Heat glass to pliable stage, using gas flames or ovens and rotating glass to heat it uniformly.",Core,65,07/2015,Incumbent,IM,n/a,4.5300002,53,0.2262,4.0782,4.9860,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12630,"Inspect, weigh, and measure products to verify conformance to specifications, using instruments such as micrometers, calipers, magnifiers, or rulers.",Core,66,07/2015,Incumbent,IM,n/a,4.5100002,44,0.2365,4.0303,4.9844,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12634,"Set up and adjust machine press stroke lengths and pressures and regulate oven temperatures, according to glass types to be processed.",Supplemental,66,07/2015,Incumbent,IM,n/a,4.21,36,0.1853,3.8350,4.5874,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12638,Determine types and quantities of glass required to fabricate products.,Supplemental,66,07/2015,Incumbent,IM,n/a,4.23,42,0.2055,3.8106,4.6405,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12646,"Place glass into dies or molds of presses and control presses to form products, such as glassware components or optical blanks.",Supplemental,65,07/2015,Incumbent,IM,n/a,4.73,24,0.0719,4.5814,4.8789,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12635,"Shape, bend, or join sections of glass, using paddles, pressing and flattening hand tools, or cork.",Supplemental,65,07/2015,Incumbent,IM,n/a,4.1900001,40,0.4390,3.3031,5.0000,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12649,"Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.",Supplemental,66,07/2015,Incumbent,IM,n/a,3.97,24,0.2603,3.4266,4.5037,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12633,"Blow tubing into specified shapes to prevent glass from collapsing, using compressed air or own breath, or blow and rotate gathers in molds or on boards to obtain final shapes.",Supplemental,66,07/2015,Incumbent,IM,n/a,4.4000001,39,0.3250,3.7387,5.0000,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12640,Superimpose bent tubing on asbestos patterns to ensure accuracy.,Supplemental,66,07/2015,Incumbent,IM,n/a,3.71,25,0.5005,2.6814,4.7474,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12647,"Design and create glass objects, using blowpipes and artisans' hand tools and equipment.",Supplemental,66,07/2015,Incumbent,IM,n/a,4.0999999,24,0.4455,3.1762,5.0000,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12644,Spray or swab molds with oil solutions to prevent adhesion of glass.,Supplemental,66,07/2015,Incumbent,IM,n/a,4.5999999,22,0.2395,4.1046,5.0000,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12631,"Record manufacturing information, such as quantities, sizes, or types of goods produced.",Core,66,07/2015,Incumbent,IM,n/a,4.1999998,48,0.1253,3.9521,4.4561,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12637,"Develop sketches of glass products into blueprint specifications, applying knowledge of glass technology and glass blowing.",Supplemental,66,07/2015,Incumbent,IM,n/a,3.77,28,0.4607,2.8208,4.7113,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12648,Repair broken scrolls by replacing them with new sections of tubing.,Supplemental,66,07/2015,Incumbent,IM,n/a,3.78,23,0.4715,2.7993,4.7549,N
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",12645,"Cut lengths of tubing to specified sizes, using files or cutting wheels.",Supplemental,66,07/2015,Incumbent,IM,n/a,3.7,34,0.3555,2.9743,4.4206,N
51-9195.05,"Potters, Manufacturing",15117,"Position balls of clay in centers of potters' wheels, and start motors or pump treadles with feet to revolve wheels.",Core,52,08/2020,Incumbent,IM,n/a,4.5900002,40,0.1530,4.2772,4.8963,N
51-9195.05,"Potters, Manufacturing",15119,"Prepare work for sale or exhibition, and maintain relationships with retail, pottery, art, and resource networks that can facilitate sale or exhibition of work.",Core,51,08/2020,Incumbent,IM,n/a,4.5100002,43,0.1045,4.3037,4.7256,N
51-9195.05,"Potters, Manufacturing",15133,Teach pottery classes.,Supplemental,51,08/2020,Incumbent,IM,n/a,2.2,20,0.2996,1.5750,2.8290,N
51-9195.05,"Potters, Manufacturing",15125,Perform test-fires of pottery to determine how to achieve specific colors and textures.,Core,52,08/2020,Incumbent,IM,n/a,3.78,41,0.1987,3.3795,4.1826,N
51-9195.05,"Potters, Manufacturing",15114,"Press thumbs into centers of revolving clay to form hollows, and press on the inside and outside of emerging clay cylinders with hands and fingers, gradually raising and shaping clay to desired forms and sizes.",Core,52,08/2020,Incumbent,IM,n/a,4.4200001,44,0.1818,4.0515,4.7848,N
51-9195.05,"Potters, Manufacturing",15124,"Examine finished ware for defects and measure dimensions, using rule and thickness gauge.",Core,51,08/2020,Incumbent,IM,n/a,4.1500001,36,0.1456,3.8531,4.4444,N
51-9195.05,"Potters, Manufacturing",21212,Attach handles to pottery pieces.,Core,51,08/2020,Incumbent,IM,n/a,4.46,46,0.1490,4.1568,4.7569,N
51-9195.05,"Potters, Manufacturing",15127,"Verify accuracy of shapes and sizes of objects, using calipers and templates.",Core,51,08/2020,Incumbent,IM,n/a,4.1599998,41,0.1657,3.8249,4.4947,N
51-9195.05,"Potters, Manufacturing",21210,Operate gas or electric kilns to fire pottery pieces.,Core,51,08/2020,Incumbent,IM,n/a,4.8299999,46,0.0666,4.7002,4.9683,N
51-9195.05,"Potters, Manufacturing",15126,"Maintain supplies of tools, equipment, and materials, and order additional supplies as needed.",Core,51,08/2020,Incumbent,IM,n/a,4,44,0.2269,3.5385,4.4536,N
51-9195.05,"Potters, Manufacturing",15129,Start machine units and conveyors and observe lights and gauges on panel board to verify operational efficiency.,Supplemental,51,08/2020,Incumbent,IM,n/a,4.6399999,19,0.1918,4.2330,5.0000,N
51-9195.05,"Potters, Manufacturing",21214,Design spaces to display pottery for sale.,Core,51,08/2020,Incumbent,IM,n/a,4.1700001,40,0.1608,3.8487,4.4990,N
51-9195.05,"Potters, Manufacturing",21213,Pack and ship pottery to stores or galleries for retail sale.,Core,52,08/2020,Incumbent,IM,n/a,4.3200002,38,0.1734,3.9644,4.6669,N
51-9195.05,"Potters, Manufacturing",15118,"Raise and shape clay into wares, such as vases and pitchers, on revolving wheels, using hands, fingers, and thumbs.",Core,52,08/2020,Incumbent,IM,n/a,4.6300001,43,0.1579,4.3080,4.9453,N
51-9195.05,"Potters, Manufacturing",15131,Operate pug mills to blend and extrude clay.,Core,52,08/2020,Incumbent,IM,n/a,3.9400001,38,0.1878,3.5643,4.3254,N
51-9195.05,"Potters, Manufacturing",15121,"Design clay forms and molds, and decorations for forms.",Supplemental,51,08/2020,Incumbent,IM,n/a,3.6400001,27,0.2470,3.1342,4.1496,N
51-9195.05,"Potters, Manufacturing",15120,"Smooth surfaces of finished pieces, using rubber scrapers and wet sponges.",Core,52,08/2020,Incumbent,IM,n/a,4.2600002,45,0.1625,3.9341,4.5890,N
51-9195.05,"Potters, Manufacturing",21211,"Mix and apply glazes to pottery pieces, using tools, such as spray guns.",Core,52,08/2020,Incumbent,IM,n/a,4.6300001,39,0.1236,4.3787,4.8792,N
51-9195.05,"Potters, Manufacturing",15128,Operate drying chambers to dry or finish molded ceramic ware.,Supplemental,51,08/2020,Incumbent,IM,n/a,3.8299999,19,0.4123,2.9591,4.6915,N
51-9195.05,"Potters, Manufacturing",15123,Pull wires through bases of articles and wheels to separate finished pieces.,Core,52,08/2020,Incumbent,IM,n/a,4.1999998,41,0.2698,3.6551,4.7458,N
51-9195.05,"Potters, Manufacturing",15115,Adjust wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner.,Core,51,08/2020,Incumbent,IM,n/a,4.6199999,41,0.1603,4.2969,4.9449,N
51-9195.05,"Potters, Manufacturing",15122,Move pieces from wheels so that they can dry.,Core,51,08/2020,Incumbent,IM,n/a,4.5500002,49,0.1371,4.2741,4.8252,N
51-9195.05,"Potters, Manufacturing",15130,"Adjust pressures, temperatures, and trimming tool settings as required.",Supplemental,51,08/2020,Incumbent,IM,n/a,3.76,29,0.2921,3.1610,4.3578,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12691,"Lift tote boxes of finished cartons, and dump cartons into feed hoppers.",Supplemental,80,08/2018,Incumbent,IM,n/a,3.9300001,28,0.2625,3.3865,4.4638,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12683,"Observe operation of various machines to detect and correct machine malfunctions such as improper forming, glue flow, or pasteboard tension.",Core,81,08/2018,Incumbent,IM,n/a,4.4299998,63,0.2230,3.9891,4.8805,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12685,"Place rolls of paper or cardboard on machine feed tracks, and thread paper through gluing, coating, and slitting rollers.",Supplemental,79,08/2018,Incumbent,IM,n/a,4.3299999,41,0.1326,4.0658,4.6019,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12681,"Install attachments to machines for gluing, folding, printing, or cutting.",Supplemental,80,08/2018,Incumbent,IM,n/a,4.3899999,57,0.1886,4.0170,4.7726,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12679,"Start machines and move controls to regulate tension on pressure rolls, to synchronize speed of machine components, and to adjust temperatures of glue or paraffin.",Core,80,08/2018,Incumbent,IM,n/a,4.1700001,54,0.1503,3.8717,4.4745,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12689,"Disassemble machines to maintain, repair, or replace broken or worn parts, using hand or power tools.",Core,81,08/2018,Incumbent,IM,n/a,4,54,0.2864,3.4243,4.5731,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12688,Monitor finished cartons as they drop from forming machines into rotating hoppers and into gravity feed chutes to prevent jamming.,Supplemental,82,08/2018,Incumbent,IM,n/a,4.25,36,0.2866,3.6649,4.8284,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12690,"Remove finished cores, and stack or place them on conveyors for transfer to other work areas.",Supplemental,81,08/2018,Incumbent,IM,n/a,3.9300001,42,0.1804,3.5616,4.2901,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12687,"Cut products to specified dimensions, using hand or power cutters.",Supplemental,80,08/2018,Incumbent,IM,n/a,4.3499999,38,0.2097,3.9212,4.7709,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12682,"Measure, space, and set saw blades, cutters, and perforators, according to product specifications.",Supplemental,81,08/2018,Incumbent,IM,n/a,4.0599999,48,0.1588,3.7413,4.3802,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12684,"Stamp products with information such as dates, using hand stamps or automatic stamping devices.",Supplemental,81,08/2018,Incumbent,IM,n/a,3.9400001,47,0.1834,3.5735,4.3120,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12680,"Adjust guide assemblies, forming bars, and folding mechanisms according to specifications, using hand tools.",Supplemental,80,08/2018,Incumbent,IM,n/a,4.1999998,51,0.1170,3.9691,4.4392,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12678,"Examine completed work to detect defects and verify conformance to work orders, and adjust machinery as necessary to correct production problems.",Core,82,08/2018,Incumbent,IM,n/a,4.6599998,74,0.1368,4.3914,4.9368,N
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12686,"Fill glue and paraffin reservoirs, and position rollers to dispense glue onto paperboard.",Supplemental,77,08/2018,Incumbent,IM,n/a,4.0599999,38,0.0591,3.9387,4.1781,N
51-9197.00,Tire Builders,14414,"Cut plies at splice points, and press ends together to form continuous bands.",Supplemental,63,08/2020,Incumbent,IM,n/a,4.3600001,34,0.2627,3.8283,4.8974,N
51-9197.00,Tire Builders,14410,"Depress pedals to rotate drums, and wind specified numbers of plies around drums to form tire bodies.",Supplemental,62,08/2020,Incumbent,IM,n/a,4.3099999,24,0.2669,3.7599,4.8643,N
51-9197.00,Tire Builders,14422,Clean and paint completed tires.,Supplemental,64,08/2020,Incumbent,IM,n/a,4.27,41,0.2071,3.8471,4.6841,N
51-9197.00,Tire Builders,14424,Rub cement sticks on drum edges to provide adhesive surfaces for plies.,Supplemental,64,08/2020,Incumbent,IM,n/a,4.1399999,19,0.1619,3.7956,4.4759,N
51-9197.00,Tire Builders,14415,"Align treads with guides, start drums to wind treads onto plies, and slice ends.",Supplemental,63,08/2020,Incumbent,IM,n/a,4.5599999,43,0.1701,4.2184,4.9048,N
51-9197.00,Tire Builders,14425,"Fill cuts and holes in tires, using hot rubber.",Core,64,08/2020,Incumbent,IM,n/a,4.3899999,54,0.2460,3.8982,4.8850,N
51-9197.00,Tire Builders,14428,Measure tires to determine mold size requirements.,Supplemental,64,08/2020,Incumbent,IM,n/a,4.52,30,0.2004,4.1140,4.9337,N
51-9197.00,Tire Builders,14420,"Pull plies from supply racks, and align plies with edges of drums.",Supplemental,64,08/2020,Incumbent,IM,n/a,3.45,15,0.3501,2.7003,4.2022,N
51-9197.00,Tire Builders,14418,Build semi-raw rubber treads onto buffed tire casings to prepare tires for vulcanization in recapping or retreading processes.,Core,64,08/2020,Incumbent,IM,n/a,4.5999999,48,0.1679,4.2602,4.9358,N
51-9197.00,Tire Builders,14411,Start rollers that bond tread and plies as drums revolve.,Supplemental,63,08/2020,Incumbent,IM,n/a,4.5700002,36,0.1387,4.2868,4.8498,N
51-9197.00,Tire Builders,14426,"Brush or spray solvents onto plies to ensure adhesion, and repeat process as specified, alternating direction of each ply to strengthen tires.",Supplemental,63,08/2020,Incumbent,IM,n/a,4.5900002,31,0.1935,4.1900,4.9805,N
51-9197.00,Tire Builders,14413,"Inspect worn tires for faults, cracks, cuts, and nail holes, and to determine if tires are suitable for retreading.",Supplemental,64,08/2020,Incumbent,IM,n/a,4.54,47,0.1969,4.1472,4.9397,N
51-9197.00,Tire Builders,14427,"Roll hand rollers over rebuilt casings, exerting pressure to ensure adhesion between camelbacks and casings.",Supplemental,62,08/2020,Incumbent,IM,n/a,4.4000001,34,0.2444,3.9006,4.8949,N
51-9197.00,Tire Builders,14417,"Position ply stitcher rollers and drums according to width of stock, using hand tools and gauges.",Supplemental,64,08/2020,Incumbent,IM,n/a,4.3699999,25,0.3141,3.7254,5.0000,N
51-9197.00,Tire Builders,14419,Wind chafers and breakers onto plies.,Supplemental,64,08/2020,Incumbent,IM,n/a,3.96,12,0.2966,3.3069,4.6126,N
51-9197.00,Tire Builders,14429,Depress pedals to collapse drums after processing is complete.,Supplemental,64,08/2020,Incumbent,IM,n/a,4.0300002,29,0.1724,3.6786,4.3850,N
51-9197.00,Tire Builders,14431,Place tires into molds for new tread.,Supplemental,65,08/2020,Incumbent,IM,n/a,4.8499999,24,0.0804,4.6794,5.0000,N
51-9197.00,Tire Builders,14430,Trim excess rubber and imperfections during retreading processes.,Core,65,08/2020,Incumbent,IM,n/a,4.4699998,57,0.1522,4.1609,4.7707,N
51-9197.00,Tire Builders,14423,Fit inner tubes and final layers of rubber onto tires.,Supplemental,64,08/2020,Incumbent,IM,n/a,4.8200002,33,0.0977,4.6182,5.0000,N
51-9197.00,Tire Builders,21215,Buff tires according to specifications for width and undertread depth.,Supplemental,65,08/2020,Incumbent,IM,n/a,4.7199998,40,0.1323,4.4515,4.9867,N
51-9198.00,Helpers--Production Workers,12708,Pack and store materials and products.,Core,90,07/2015,Incumbent,IM,n/a,3.6099999,67,0.2656,3.0833,4.1438,N
51-9198.00,Helpers--Production Workers,12699,"Load and unload items from machines, conveyors, and conveyances.",Core,89,07/2015,Incumbent,IM,n/a,4.1900001,65,0.1423,3.9017,4.4704,N
51-9198.00,Helpers--Production Workers,12711,Signal coworkers to direct them to move products during the production process.,Supplemental,91,07/2015,Incumbent,IM,n/a,3.6900001,51,0.1759,3.3416,4.0482,N
51-9198.00,Helpers--Production Workers,12726,"Attach slings, ropes, or cables to objects such as pipes, hoses, or bundles.",Supplemental,87,07/2015,Incumbent,IM,n/a,3.3699999,31,0.2385,2.8845,3.8588,N
51-9198.00,Helpers--Production Workers,12712,Prepare raw materials for processing.,Supplemental,89,07/2015,Incumbent,IM,n/a,3.5999999,38,0.3248,2.9406,4.2569,N
51-9198.00,Helpers--Production Workers,12724,Cut or break flashing from materials or products.,Supplemental,88,07/2015,Incumbent,IM,n/a,3.03,42,0.1615,2.7038,3.3562,N
51-9198.00,Helpers--Production Workers,12703,Start machines or equipment to begin production processes.,Core,88,07/2015,Incumbent,IM,n/a,3.8699999,65,0.1418,3.5908,4.1573,N
51-9198.00,Helpers--Production Workers,12701,Clean and lubricate equipment.,Supplemental,90,07/2015,Incumbent,IM,n/a,3.6400001,52,0.1866,3.2654,4.0147,N
51-9198.00,Helpers--Production Workers,12693,"Operate machinery used in the production process, or assist machine operators.",Core,88,07/2015,Incumbent,IM,n/a,4.1799998,74,0.1247,3.9326,4.4298,N
51-9198.00,Helpers--Production Workers,12722,Break up defective products for reprocessing.,Supplemental,87,07/2015,Incumbent,IM,n/a,3.0799999,37,0.2407,2.5955,3.5717,N
51-9198.00,Helpers--Production Workers,12700,"Help production workers by performing duties of lesser skill, such as supplying or holding materials or tools, or cleaning work areas and equipment.",Core,90,07/2015,Incumbent,IM,n/a,3.47,65,0.1762,3.1166,3.8206,N
51-9198.00,Helpers--Production Workers,12707,"Remove products, machine attachments, or waste material from machines.",Core,91,07/2015,Incumbent,IM,n/a,3.77,73,0.1825,3.4015,4.1293,N
51-9198.00,Helpers--Production Workers,12725,"Perform minor repairs to machines, such as replacing damaged or worn parts.",Supplemental,88,07/2015,Incumbent,IM,n/a,3.5999999,35,0.3195,2.9466,4.2451,N
51-9198.00,Helpers--Production Workers,12709,"Tie products in bundles for further processing or shipment, following prescribed procedures.",Supplemental,90,07/2015,Incumbent,IM,n/a,3.76,38,0.1603,3.4327,4.0823,N
51-9198.00,Helpers--Production Workers,12695,"Observe equipment operations so that malfunctions can be detected, and notify operators of any malfunctions.",Core,89,07/2015,Incumbent,IM,n/a,3.79,68,0.1946,3.4001,4.1771,N
51-9198.00,Helpers--Production Workers,12716,Mix ingredients according to specified procedures or formulas.,Supplemental,88,07/2015,Incumbent,IM,n/a,3.8399999,30,0.2288,3.3704,4.3063,N
51-9198.00,Helpers--Production Workers,12717,Position spouts or chutes of storage bins so that containers can be filled.,Supplemental,88,07/2015,Incumbent,IM,n/a,3.27,29,0.2802,2.6984,3.8464,N
51-9198.00,Helpers--Production Workers,12705,"Turn valves to regulate flow of liquids or air, to reverse machines, to start pumps, or to regulate equipment.",Supplemental,87,07/2015,Incumbent,IM,n/a,3.9100001,50,0.2354,3.4399,4.3859,N
51-9198.00,Helpers--Production Workers,12702,"Record information, such as the number of products tested, meter readings, or dates and times of product production.",Supplemental,90,07/2015,Incumbent,IM,n/a,3.75,52,0.1705,3.4036,4.0882,N
51-9198.00,Helpers--Production Workers,12697,Count finished products to determine if product orders are complete.,Supplemental,88,07/2015,Incumbent,IM,n/a,4.1900001,56,0.1622,3.8669,4.5171,N
51-9198.00,Helpers--Production Workers,12694,Examine products to verify conformance to quality standards.,Core,89,07/2015,Incumbent,IM,n/a,4.0300002,75,0.1565,3.7136,4.3375,N
51-9198.00,Helpers--Production Workers,12715,"Read gauges or charts, and record data obtained.",Supplemental,89,07/2015,Incumbent,IM,n/a,3.74,43,0.1924,3.3504,4.1269,N
51-9198.00,Helpers--Production Workers,12696,"Lift raw materials, finished products, and packed items, manually or using hoists.",Core,88,07/2015,Incumbent,IM,n/a,3.75,70,0.1636,3.4249,4.0776,N
51-9198.00,Helpers--Production Workers,12704,"Separate products according to weight, grade, size, or composition of materials used to produce them.",Supplemental,89,07/2015,Incumbent,IM,n/a,3.9400001,42,0.1889,3.5629,4.3261,N
51-9198.00,Helpers--Production Workers,12706,"Place products in equipment or on work surfaces for further processing, inspecting, or wrapping.",Core,90,07/2015,Incumbent,IM,n/a,4.0999999,69,0.1690,3.7596,4.4339,N
51-9198.00,Helpers--Production Workers,12720,"Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists.",Supplemental,89,07/2015,Incumbent,IM,n/a,3.72,34,0.1909,3.3303,4.1071,N
